,Number,OwnerName,Location,LocationAddress,LocationCity,LocationState,LocationZip,County,Status,NextInspectionDue,NextInspectionDueOther,MachineType,Manufacturer,UnitType,InsertedAt,LastSeen
6787,2600471,HORRY COUNTY,HISTORICAL COURTHOUSE,1201 3RD AVE.,CONWAY,SC,29526,HORRY,Active,2019-09-11 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:34:52.3413186 +00:00,2018-10-05 08:34:52.3412991 +00:00
6788,2600472,HORRY COUNTY,HISTORICAL COURTHOUSE,1201 3RD. AVE.,CONWAY,SC,29526,HORRY,Active,2019-09-11 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:34:53.1082763 +00:00,2018-10-05 08:34:53.1082637 +00:00
6789,2600473,COASTAL CANCER CENTER,COASTAL CANCER CENTER,8121 ROURK STREET,MYRTLE BEACH,SC,29577,HORRY,Active,2019-05-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:53.8784246 +00:00,2018-10-05 08:34:53.8783472 +00:00
6790,2600474,HORRY COUNTY,911 COMPLEX BUILDING,2ND AVENUE,CONWAY,SC,29526,HORRY,Active,2019-09-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:54.6601330 +00:00,2018-10-05 08:34:54.6601042 +00:00
6791,2600475,HORRY COUNTY,911 COMPLEX BUILDING,2ND AVENUE,CONWAY,SC,29526,HORRY,Active,2019-09-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:55.4342014 +00:00,2018-10-05 08:34:55.4341768 +00:00
6792,2600476,HORRY COUNTY,HORRY COUNTY MUSEUM,805 MAIN ST.  ,CONWAY,SC,29526,HORRY,Destroyed,2022-09-19 00:00:00.0000000,,Screw,NATL WHEEL O&#39;VATOR,Wheelchair Lift,2018-10-05 08:34:56.2050606 +00:00,2018-10-05 08:34:56.2050378 +00:00
6793,2600477,HORRY COUNTY,HORRY COUNTY MUSEUM,805 MAIN ST.  ,CONWAY,SC,29526,HORRY,Destroyed,2022-09-19 00:00:00.0000000,,Screw,NATL WHEEL O&#39;VATOR,Wheelchair Lift,2018-10-05 08:34:56.9973091 +00:00,2018-10-05 08:34:56.9972940 +00:00
6794,2600478,HORRY-GEORGETOWN TECH,HORRY-GEORGETOWN TECH,2050 HWY 501 EAST,CONWAY,SC,29526,HORRY,Destroyed,2022-08-16 00:00:00.0000000,,Screw,NATL WHEEL O&#39;VATOR,Wheelchair Lift,2018-10-05 08:34:57.7850937 +00:00,2018-10-05 08:34:57.7850715 +00:00
6795,2600479,MCLEOD LORIS,LORIS MCLEOD,3655 MITCHELL STREET,LORIS,SC,29569,HORRY,Active,2018-11-13 00:00:00.0000000,,Hydraulic,WESTINGHOUSE,Passenger,2018-10-05 08:34:58.5692337 +00:00,2018-10-05 08:34:58.5692113 +00:00
6796,2600480,CAPTAIN&#39;S WALK III HOA,CAPTAIN&#39;S WALK III,320 N. WACCAMAW DRIVE,GARDEN CITY,SC,29576,HORRY,Active,2019-04-19 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:34:59.3685935 +00:00,2018-10-05 08:34:59.3685786 +00:00
6797,2600481,AVX CORPORATION,AVX CORPORATION SALES BLDG,17TH AVENUE NORTH,MYRTLE BEACH,SC,29577,HORRY,Active,2015-03-18 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:00.1845095 +00:00,2018-10-05 08:35:00.1844343 +00:00
6798,2600482,TRADD MANAGEMENT,RAINBOW HARBOR,5001 N. KINGS HWY.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-09-24 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:01.0015892 +00:00,2018-10-05 08:35:01.0015651 +00:00
6799,2600483,PINNACLE HORIZONTAL REGIME,THE PINNACLE,2507 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29597,HORRY,Active,2019-07-31 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:01.7498534 +00:00,2018-10-05 08:35:01.7498381 +00:00
6800,2600484,PINNACLE HORIZONTAL REGIME,THE PINNACLE,2507 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29597,HORRY,Active,2019-07-31 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:02.4957985 +00:00,2018-10-05 08:35:02.4957709 +00:00
6801,2600485,THE SAVOY HOA,THE SAVOY,200 72ND AVENUE N.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2019-07-10 00:00:00.0000000,,Hydraulic,GENERAL,Passenger,2018-10-05 08:35:03.2376812 +00:00,2018-10-05 08:35:03.2376701 +00:00
6802,2600487,B B &amp; T BANK,B B &amp; T BANK,2619 N. OAK STREET,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-03 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:03.9979327 +00:00,2018-10-05 08:35:03.9979142 +00:00
6803,2600488,B B &amp; T BANK,COASTAL FEDERAL S &amp; L,2619 N. OAK STREET,MYRTLE BEACH,SC,29577,HORRY,Active,2050-10-21 00:00:00.0000000,,Drum Hoist,OTIS ELEVATOR,Dumbwaiter,2018-10-05 08:35:04.7552488 +00:00,2018-10-05 08:35:04.7552319 +00:00
6804,2600490,CHICORA PROPERTY MANAGEMENT,LANDS END PHASE I,100 LANDS END BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-17 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:05.5232644 +00:00,2018-10-05 08:35:05.5232503 +00:00
6805,2600491,CHICORA PROPERTY MANAGEMENT,LANDS END PHASE II,100 LANDS END BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-17 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:06.2906940 +00:00,2018-10-05 08:35:06.2906802 +00:00
6806,2600492,CHICORA PROPERTY MANAGEMENT,LANDS END PHASE III,100 LANDS END BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-17 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:07.0558128 +00:00,2018-10-05 08:35:07.0558012 +00:00
6807,2600493,OCEAN VILLAS RESORT HOA,OCEAN VILLAS,7509 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-17 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:07.8002450 +00:00,2018-10-05 08:35:07.8002226 +00:00
6808,2600494,OCEAN VILLAS RESORT HOA,OCEAN VILLAS,7509 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-17 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:08.5459865 +00:00,2018-10-05 08:35:08.5459669 +00:00
6809,2600495,SPINNAKER HOA,SPINNAKER CONDOMINIUM,3501 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29597,HORRY,Active,2019-06-12 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:09.2918828 +00:00,2018-10-05 08:35:09.2918672 +00:00
6810,2600496,SPINNAKER HOA,SPINNAKER CONDOMINIUM,3501 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29597,HORRY,Active,2019-06-12 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:10.0392790 +00:00,2018-10-05 08:35:10.0392559 +00:00
6811,2600497,CRESCENT SANDS,CRESCENT SANDS @ WINDY HILL,4605 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2007-05-03 00:00:00.0000000,,Hydraulic,ESCO,Passenger,2018-10-05 08:35:10.8139834 +00:00,2018-10-05 08:35:10.8139580 +00:00
6812,2600498,SUMMIT HOA INC,THE SUMMIT,4701 SOUTH OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-08-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:11.6337089 +00:00,2018-10-05 08:35:11.6336892 +00:00
6813,2600499,SUMMIT HOA INC,THE SUMMIT,4701 SOUTH OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-08-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:12.4065488 +00:00,2018-10-05 08:35:12.4065290 +00:00
6814,2600500,DAY&#39;S INN BEACHFRONT,DAY&#39;S INN BEACHFRONT,1403 S. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-01-19 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:13.1585673 +00:00,2018-10-05 08:35:13.1585498 +00:00
6815,2600501,CRESCENT SANDS,CRESCENT SANDS @ CRESCENT BEACH,2101 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-02 00:00:00.0000000,,Hydraulic,ESCO,Passenger,2018-10-05 08:35:13.9360824 +00:00,2018-10-05 08:35:13.9360522 +00:00
6816,2600502,SHOREHAM TOWERS I HOA,SHOREHAM TOWERS I,2307 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 08:35:14.7345344 +00:00,2018-10-05 08:35:14.7345181 +00:00
6817,2600503,SHOREHAM TOWERS II HOA,SHOREHAM TOWERS II,2013 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:35:15.5062338 +00:00,2018-10-05 08:35:15.5062113 +00:00
6818,2600504,KUESTER MANAGEMENT,SEAWINDS CONDOMINIUM,4719 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-02-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 08:35:16.2599401 +00:00,2018-10-05 08:35:16.2599235 +00:00
6819,2600505,CABANA ONE HOA,CABANA ONE CONDOS.,5404 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-05-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:17.0209114 +00:00,2018-10-05 08:35:17.0208892 +00:00
6820,2600506,DRAYTON HOUSE HOA,DRAYTON HOUSE,5501 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-08-06 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:17.7782782 +00:00,2018-10-05 08:35:17.7782639 +00:00
6821,2600507,XANADU II HOA,XANADU II,5800 N OCEAN BLVD,N MYRTLE BEACH,SC,29582,HORRY,Active,2018-07-11 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:18.5264627 +00:00,2018-10-05 08:35:18.5264508 +00:00
6822,2600508,WINDEMERE HOA,WINDEMERE CONDOS.,523 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-09-04 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:35:19.2828433 +00:00,2018-10-05 08:35:19.2828196 +00:00
6823,2600509,WINDEMERE HOA,WINDEMERE CONDOS.,523 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-09-04 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Passenger,2018-10-05 08:35:20.0447134 +00:00,2018-10-05 08:35:20.0446930 +00:00
6824,2600510,CAROL BAY HOA,CAROL BAY,302 71ST AVENUE N.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-27 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:20.8329231 +00:00,2018-10-05 08:35:20.8329041 +00:00
6825,2600511,FRONTIER COMMUNICATIONS,FRONTIER COMMUNICATIONS,919 LUMBER STREET,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-13 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:21.5848195 +00:00,2018-10-05 08:35:21.5848059 +00:00
6826,2600512,FRONTIER COMMUNICATIONS,FRONTIER COMMUNICATIONS,919 LUMBER STREET,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-13 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Freight,2018-10-05 08:35:22.3672454 +00:00,2018-10-05 08:35:22.3672243 +00:00
6827,2600513,SANDWEDGE HOA,SANDWEDGE CONDOS.,209 HILLSIDE DRIVE,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-04-03 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:23.1141488 +00:00,2018-10-05 08:35:23.1141297 +00:00
6828,2600514,BEACHWALK VILLAS,BEACHWALK VILLAS,200 LANDS END BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-17 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:23.9059337 +00:00,2018-10-05 08:35:23.9058976 +00:00
6829,2600515,CAROLINA DUNES HOA,CAROLINA DUNES,6810 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-09-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 08:35:24.6371390 +00:00,2018-10-05 08:35:24.6371240 +00:00
6830,2600516,CAROLINA DUNES HOA,CAROLINA DUNES,6810 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-09-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 08:35:25.3849768 +00:00,2018-10-05 08:35:25.3849553 +00:00
6831,2600517,SEA OATS HOMEOWNERS ASSOC.,SEA OATS CONDOS,4908 N OCEAN BLVD,N MYRTLE BEACH,SC,29578,HORRY,Destroyed,2019-12-06 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:26.1767448 +00:00,2018-10-05 08:35:26.1767250 +00:00
6832,2600519,LITTLE RIVER U.M. CHURCH,LITTLE RIVER U.M. CHURCH,1629 HWY #17 N,LITTLE RIVER,SC,29565,HORRY,Active,2019-09-25 00:00:00.0000000,,Hydraulic,OTHER,LULA,2018-10-05 08:35:26.9215794 +00:00,2018-10-05 08:35:26.9215552 +00:00
6833,2600520,CITY OF MYRTLE BEACH,MYRTLE BEACH CITY HALL,10TH AVENUE NORTH,MYRTLE BEACH,SC,29577,HORRY,Active,2019-08-10 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:27.7250890 +00:00,2018-10-05 08:35:27.7250668 +00:00
6834,2600521,"OCEAN VIEW TOWERS HOA, INC.",OCEAN VIEW TOWERS,7601 N. OCEAN BLVD.,MYRTLE BEACH,SC,29572,HORRY,Active,2019-10-03 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:28.4668410 +00:00,2018-10-05 08:35:28.4668165 +00:00
6835,2600522,"OCEAN VIEW TOWERS HOA, INC.",OCEAN VIEW TOWERS,7601 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-10-03 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:29.2424666 +00:00,2018-10-05 08:35:29.2424298 +00:00
6836,2600523,ATRIUM POA INC,THE ATRUIM,7600 N.OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2018-11-17 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:29.9779489 +00:00,2018-10-05 08:35:29.9779200 +00:00
6837,2600524,OLEANDER OFFICE ASSOCIATES,OLEANDER OFFICE ASSOCIATES,4610 OLEANDER DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-09-28 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:35:30.7316282 +00:00,2018-10-05 08:35:30.7316109 +00:00
6838,2600525,SOUTHERN BREEZE MOTEL,SOUTHERN BREEZE MOTEL,1901 S. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-03-16 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:31.4944346 +00:00,2018-10-05 08:35:31.4943577 +00:00
6839,2600526,SEDGEFIELD NORTH CONDOS HOA,SEDGEFIELD NORTH CONDOS,6208 N. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-03-28 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:32.2748948 +00:00,2018-10-05 08:35:32.2748792 +00:00
6840,2600527,SEDGEFIELD AT NMB HOA,SEDGEFIELD CONDOS,5910 N. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-03-28 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:33.0260644 +00:00,2018-10-05 08:35:33.0260398 +00:00
6841,2600528,CAROLINA REEF HOA,CAROLINA REEF CONDOS.,1501 S. OCEAN BLVD,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-06-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 08:35:33.7486592 +00:00,2018-10-05 08:35:33.7486474 +00:00
6842,2600529,SCHOONER BEACH HOA,SCHOONER BEACH &amp; RACQUET CLUB,7100 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-03-07 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:34.4816838 +00:00,2018-10-05 08:35:34.4816684 +00:00
6843,2600530,FIRST BAPTIST CHURCH,FIRST BAPTIST CHURCH,500 4TH AVENUE NORTH,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-09 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:35.2257930 +00:00,2018-10-05 08:35:35.2257801 +00:00
6844,2600531,ANDERSON INN,ANDERSON INN,2601 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2009-10-08 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:35.9733123 +00:00,2018-10-05 08:35:35.9732981 +00:00
6845,2600532,KINGS PORT H.O.A.,KINGS PORT CONDOS.,HIGHWAY 17 NORTH,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-07-31 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:35:36.7337549 +00:00,2018-10-05 08:35:36.7337399 +00:00
6846,2600535,COQUINA HARBOUR,COQUINA HARBOUR &quot;BIMINI CT&quot;,4390 BIMINI COURT,LITTLE RIVER,SC,29566,HORRY,Active,2019-05-02 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:37.5028040 +00:00,2018-10-05 08:35:37.5027886 +00:00
6847,2600536,COQUINA HARBOUR,COQUINA HARBOUR &quot;NASSAU CT&quot;,4400 NASSAU COURT,LITTLE RIVER,SC,29566,HORRY,Active,2019-05-02 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:38.3092783 +00:00,2018-10-05 08:35:38.3092526 +00:00
6848,2600537,OCEAN TERRACE HOA,OCEAN TERRACE,2001 N. OCEAN BLVD,N MYRTLE BEACH,SC,29582,HORRY,Active,2018-12-06 00:00:00.0000000,,Hand Operated,SOUTHERN ELEVATOR,Passenger,2018-10-05 08:35:39.0559120 +00:00,2018-10-05 08:35:39.0558953 +00:00
6849,2600538,EMERALD POINTE HOA,EMERALD POINTE,212 58TH AVE. NORTH,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-07-31 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:39.8197217 +00:00,2018-10-05 08:35:39.8197015 +00:00
6850,2600539,JAMAICA MOTEL,JAMAICA MOTEL,1427 S OCEAN BLVD,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-06-20 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:35:40.5791525 +00:00,2018-10-05 08:35:40.5791342 +00:00
6851,2600540,WINDY SHORE II HOA,WINDY SHORE II,3217 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2018-11-28 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:41.3804178 +00:00,2018-10-05 08:35:41.3803692 +00:00
6852,2600541,XANADU I HOA,XANADU I,1311 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-06-08 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:35:42.1468472 +00:00,2018-10-05 08:35:42.1468123 +00:00
6853,2600542,XANADU III HOA,XANADU III,707 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-06-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:42.9122426 +00:00,2018-10-05 08:35:42.9122270 +00:00
6854,2600543,ONE OCEAN PLACE HOA,ONE OCEAN PLACE,1990 N.WACCAMAW BLVD,GARDEN CITY,SC,29576,HORRY,Active,2019-06-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:43.6850339 +00:00,2018-10-05 08:35:43.6850179 +00:00
6855,2600544,ONE OCEAN PLACE HOA,ONE OCEAN PLACE,1990 N.WACCAMAW BLVD,GARDEN CITY,SC,29576,HORRY,Active,2019-06-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:44.4515080 +00:00,2018-10-05 08:35:44.4514913 +00:00
6856,2600545,ONE OCEAN PLACE HOA,ONE OCEAN PLACE,1990 N.WACCAMAW BLVD,GARDEN CITY,SC,29576,HORRY,Active,2019-06-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:45.2408361 +00:00,2018-10-05 08:35:45.2408157 +00:00
6857,2600546,ONE OCEAN PLACE HOA,ONE OCEAN PLACE,1990 N.WACCAMAW BLVD,GARDEN CITY,SC,29576,HORRY,Active,2019-06-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 08:35:46.0244891 +00:00,2018-10-05 08:35:46.0244630 +00:00
6858,2600547,PREMIER MANAGEMENT GROUP,LIGHTHOUSE VILLAS-DUPONT,4601 GREENBRIAR DRIVE,LITTLE RIVER,SC,29566,HORRY,Active,2018-12-14 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:46.8401996 +00:00,2018-10-05 08:35:46.8401867 +00:00
6859,2600548,ATLANTIC COAST LIFE INSURANCE CO,LIGHTHOUSE VILLAS - CASCADE,4560 GREENBRIAR DRIVE,LITTLE RIVER,SC,29566,HORRY,Active,2018-12-14 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:47.5888202 +00:00,2018-10-05 08:35:47.5888050 +00:00
6860,2600549,CITY OF CONWAY,CONWAY CITY HALL,1601 3RD AVENUE,CONWAY,SC,29526,HORRY,Active,2019-01-16 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:35:48.3639349 +00:00,2018-10-05 08:35:48.3639177 +00:00
6861,2600550,AVX CORPORATION,AVX  CORPORATION,801 17TH AVENUE S.,MYRTLE BEACH,SC,29578,HORRY,Temp Decom,2015-09-22 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:35:49.1200070 +00:00,2018-10-05 08:35:49.1199914 +00:00
6862,2600551,KUESTER MANAGEMENT,SEAWINDS CONDOMINIUM,4719 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-02-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 08:35:49.8775881 +00:00,2018-10-05 08:35:49.8775504 +00:00
6863,2600552,CRESCENT SANDS,CRESCENT SANDS @ CRESCENT BEACH,2101 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-02 00:00:00.0000000,,Hydraulic,ESCO,Passenger,2018-10-05 08:35:50.6815509 +00:00,2018-10-05 08:35:50.6814805 +00:00
6864,2600553,SHOREHAM TOWERS I HOA,SHOREHAM TOWERS I,2307 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 08:35:51.4423425 +00:00,2018-10-05 08:35:51.4423219 +00:00
6865,2600554,HORRY CNTY SCHOOL DISTRICT,N MYRTLE BEACH HIGH SCHOOL,HIGHWAY 9,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-08-02 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:52.2585381 +00:00,2018-10-05 08:35:52.2584851 +00:00
6866,2600555,HORRY CNTY SCHOOL DISTRICT,SOCASTEE HIGH SCHOOL,4900 SOCASTEE BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-08-02 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:53.0159986 +00:00,2018-10-05 08:35:53.0159736 +00:00
6867,2600557,CITY OF MYRTLE BEACH,CHAPIN MEMORIAL LIBRARY,400 14TH AVENUE N.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-03-29 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:53.7757933 +00:00,2018-10-05 08:35:53.7757744 +00:00
6868,2600558,COVENANT TOWERS HOA,COVENANT TOWERS,5001 LITTLE RIVER RD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-02-19 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:54.5347427 +00:00,2018-10-05 08:35:54.5346849 +00:00
6869,2600559,COVENANT TOWERS HOA,COVENANT TOWERS,5001 LITTLE RIVER RD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-02-19 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:55.2921406 +00:00,2018-10-05 08:35:55.2921175 +00:00
6870,2600560,COVENANT TOWERS HOA,COVENANT TOWERS,5001 LITTLE RIVER RD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-02-19 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:56.0214372 +00:00,2018-10-05 08:35:56.0213567 +00:00
6871,2600561,COVENANT TOWERS HOA,COVENANT TOWERS,5001 LITTLE RIVER RD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-02-19 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:35:56.8174905 +00:00,2018-10-05 08:35:56.8174689 +00:00
